CD4,CD8b,CD3,CD8,cluster_label
303,167,42,251,3
154,100,98,155,2
529,345,472,402,10
336,183,29,261,3
389,521,430,685,1
277,241,184,63,3
253,117,86,72,3
40,449,285,664,6
418,557,438,691,1
282,184,174,210,3
364,325,271,385,3
422,373,271,424,3
144,183,190,157,3
170,179,162,247,3
312,181,107,156,3
280,207,125,241,3
160,151,26,473,5
303,242,41,435,9
224,65,100,123,3
429,125,392,68,0
139,399,190,644,6
126,142,55,521,5
296,154,217,178,3
206,187,96,217,3
93,181,317,704,8
318,255,199,291,3
390,314,266,338,3
223,136,78,60,3
149,344,152,604,6
114,153,45,161,2
210,172,75,205,3
271,216,149,244,3
356,304,266,275,3
124,394,251,610,6
241,188,85,194,3
385,314,254,301,3
480,23,443,113,0
68,69,2,505,5
346,46,319,129,0
370,247,203,230,3
258,381,330,284,9
264,235,238,236,3
162,47,38,428,5
313,145,214,99,0
209,110,95,197,3
152,143,3,507,5
397,108,267,43,0
119,266,87,548,6
451,374,311,297,3
209,211,124,221,3
298,193,191,357,9
270,180,134,185,3
342,427,488,611,9
129,81,274,599,8
278,191,153,233,3
217,68,104,189,3
223,67,89,178,3
347,183,90,136,3
206,213,152,288,3
272,224,123,196,3
235,196,181,251,3
329,215,164,164,3
460,269,281,270,10
454,284,328,328,10
206,140,95,272,3
405,402,414,665,1
545,460,502,664,1
210,183,145,264,3
438,447,379,718,1
482,415,345,338,3
272,193,79,165,3
250,117,113,207,3
377,191,383,203,10
333,303,260,312,3
231,290,153,612,6
228,127,98,170,3
381,18,310,137,0
253,210,162,224,3
135,115,517,450,8
346,280,239,210,3
80,72,193,564,8
354,289,235,278,3
314,259,213,309,3
235,147,129,24,3
212,148,121,144,3
552,465,451,375,10
441,371,362,368,10
377,282,179,259,3
173,125,103,174,3
119,19,94,182,2
359,292,238,294,3
427,61,329,214,0
446,508,393,692,1
275,210,185,164,3
171,135,45,110,3
84,69,57,313,2
259,137,3,115,3
390,34,193,216,0
349,36,251,27,0
260,134,220,191,3
260,142,183,204,3
217,113,157,167,3
131,388,261,613,6
242,93,109,167,3
172,152,133,143,3
330,321,326,491,9
287,202,139,157,3
373,259,251,298,3
456,240,457,66,10
250,182,126,105,3
172,88,51,512,5
63,326,223,608,6
99,411,266,631,6
255,233,121,226,3
204,176,143,131,3
293,206,165,176,3
342,272,246,269,3
227,206,132,312,3
337,265,452,152,9
260,154,146,139,3
324,120,338,30,0
428,464,350,664,1
217,205,126,60,3
243,192,62,169,3
237,132,149,166,3
270,155,70,104,3
334,233,168,246,3
252,176,64,214,3
131,8,211,576,8
388,88,255,264,0
306,197,140,124,3
108,155,49,524,5
285,208,184,234,3
386,110,319,27,0
305,271,206,203,3
279,127,154,221,3
339,283,187,298,3
201,157,218,185,3
287,379,253,715,1
301,202,117,262,3
421,221,371,101,10
248,151,44,152,3
239,175,155,155,3
281,111,219,547,9
191,204,87,82,3
403,21,343,94,0
414,28,350,239,0
299,251,212,281,3
256,231,178,233,3
286,115,277,178,0
149,389,216,677,6
326,154,198,230,3
253,220,53,241,3
303,118,284,61,0
337,202,198,146,3
407,211,361,177,10
259,202,132,184,3
153,95,53,448,5
178,144,60,461,5
250,171,157,245,3
349,294,229,402,3
244,144,128,144,3
111,101,37,257,2
131,2,362,393,8
281,219,204,222,3
276,202,161,225,3
249,212,165,224,3
270,135,91,213,3
310,208,170,158,3
282,212,109,224,3
271,182,129,147,3
279,203,102,211,3
266,295,158,268,3
264,139,17,100,3
291,472,418,774,1
124,356,231,601,6
107,91,41,263,2
81,114,5,339,5
124,318,195,622,6
366,536,416,716,1
443,324,390,326,10
386,280,237,277,3
366,285,249,201,3
197,103,65,124,3
396,49,324,213,0
385,172,253,175,0
314,149,255,143,0
440,71,398,140,0
182,110,85,539,5
185,357,209,593,6
417,330,274,339,3
400,309,300,321,3
366,188,194,232,3
250,195,122,219,3
163,329,323,623,6
157,133,52,137,2
281,165,112,217,3
247,180,50,181,3
280,287,242,253,3
399,301,325,307,10
273,169,95,175,3
322,317,226,294,3
348,130,287,210,0
129,73,19,431,5
177,373,301,639,6
423,358,230,313,3
295,94,106,191,3
202,91,10,138,2
307,105,33,131,3
125,390,370,598,6
274,245,205,331,3
140,157,188,437,8
373,101,388,105,0
471,419,354,398,3
307,229,131,316,3
268,190,168,163,3
218,207,127,177,3
93,77,21,410,5
265,149,111,78,3
294,73,264,191,0
469,207,327,225,10
218,103,106,165,3
186,121,109,158,3
284,422,263,707,1
205,182,207,214,3
281,188,154,180,3
292,269,219,301,3
239,100,94,182,3
284,202,159,239,3
250,171,127,201,3
238,178,111,188,3
571,412,465,650,1
142,146,162,97,3
373,323,290,726,9
228,168,92,51,3
234,108,114,194,3
103,296,189,555,6
329,480,407,744,1
516,440,438,641,1
248,161,153,33,3
235,170,105,183,3
310,160,107,226,3
163,68,66,244,2
324,266,200,335,3
130,161,121,171,2
268,193,10,151,3
367,159,96,126,3
225,201,119,201,3
52,85,419,101,8
247,186,112,185,3
204,182,151,75,3
294,172,128,208,3
310,176,139,152,3
451,444,414,665,1
198,448,367,657,6
367,316,194,301,3
163,120,86,368,5
287,236,175,260,3
242,162,107,131,3
137,111,262,237,8
153,126,104,383,5
144,89,340,231,8
322,332,250,403,3
296,265,218,279,3
255,308,187,223,9
285,475,353,673,1
280,192,44,138,3
223,152,136,272,3
187,115,125,640,5
195,236,152,360,9
484,372,376,427,10
286,192,3,7,3
236,220,147,152,3
214,97,133,143,3
271,189,143,128,3
481,49,438,195,0
407,447,546,655,9
226,177,127,234,3
223,208,154,129,3
235,144,124,121,3
252,237,237,532,9
238,219,169,231,3
248,212,118,161,3
337,284,264,273,3
240,90,98,66,3
254,170,159,289,3
244,244,25,197,3
260,144,91,178,3
226,105,121,40,3
272,195,141,158,3
104,59,48,199,2
205,126,318,238,8
298,175,113,229,3
228,192,127,262,3
285,252,226,136,3
212,193,122,225,3
304,192,137,298,3
222,169,146,273,3
48,58,314,410,8
263,214,108,225,3
327,240,230,326,3
377,96,263,66,0
415,332,248,310,3
570,347,502,314,10
399,113,283,191,0
345,114,276,156,0
244,230,139,227,3
326,242,195,248,3
273,200,58,275,3
324,223,342,450,9
280,171,95,173,3
144,135,79,228,2
131,65,70,414,5
533,350,529,284,10
353,98,288,138,0
137,59,77,31,2
162,156,82,186,3
283,388,262,736,1
299,249,199,103,3
304,185,125,177,3
239,248,119,234,3
85,407,268,624,6
144,156,128,276,2
439,153,263,148,0
240,116,150,147,3
163,159,132,19,3
447,86,276,195,0
249,299,156,539,9
300,213,90,151,3
168,419,285,611,6
447,503,415,742,1
256,166,227,229,3
269,195,157,181,3
189,227,97,222,3
300,2,165,101,0
238,213,183,232,3
371,261,174,215,3
136,147,211,498,8
278,202,146,222,3
239,168,119,50,3
124,101,161,225,2
288,364,223,581,1
230,198,159,407,9
178,82,26,470,5
242,183,145,103,3
248,188,153,222,3
250,145,44,168,3
276,125,116,245,3
301,110,307,83,0
282,226,146,249,3
334,53,238,125,0
137,393,348,634,6
261,196,141,243,3
248,127,74,198,3
418,337,281,392,3
404,332,277,346,3
263,140,81,165,3
236,219,108,243,3
314,446,264,625,1
466,586,465,762,1
200,182,142,64,3
221,101,69,195,3
315,251,221,331,3
203,182,194,230,3
201,167,133,199,3
255,174,89,185,3
389,437,320,710,1
421,301,566,398,9
281,219,134,199,3
217,203,117,329,3
235,183,196,131,3
336,257,164,565,9
385,270,228,251,3
163,45,18,73,2
105,395,236,626,6
213,216,115,40,3
253,248,224,325,3
85,132,59,166,2
78,294,101,607,6
218,167,27,226,3
124,406,240,644,6
330,287,242,272,3
283,233,181,174,3
342,269,218,320,3
356,86,231,169,0
110,42,439,704,8
92,429,451,701,6
326,204,301,298,9
305,254,241,283,3
135,3,6,419,5
312,436,317,688,1
290,412,255,739,1
403,341,276,359,3
153,228,200,699,6
450,410,355,410,3
241,191,144,320,3
162,140,99,160,3
442,394,398,506,9
54,11,350,493,8
172,84,1,309,2
266,255,206,298,3
324,164,105,210,3
201,132,116,47,3
172,90,34,204,2
325,214,288,197,9
252,194,181,172,3
430,380,425,526,9
211,165,96,166,3
280,279,199,305,3
239,171,116,100,3
354,354,266,307,3
52,71,442,56,8
375,244,297,313,10
406,442,356,732,1
350,269,206,256,3
75,118,126,170,2
259,250,192,285,3
269,224,165,294,3
199,177,125,141,3
140,149,71,245,2
321,355,309,705,1
156,84,20,337,5
370,329,254,277,3
127,141,106,459,5
326,251,204,279,3
357,290,239,290,3
261,154,122,204,3
293,186,167,177,3
187,100,11,579,5
417,157,422,115,0
432,96,420,173,0
294,248,319,311,9
247,214,216,150,3
426,382,289,344,3
226,183,127,212,3
309,247,179,244,3
163,474,379,675,6
345,300,195,253,3
456,73,404,181,0
250,146,193,188,3
87,116,29,390,5
308,300,237,406,3
347,230,124,132,3
174,33,106,500,5
332,178,111,145,3
329,138,249,66,0
484,342,459,348,10
460,173,423,134,10
101,342,292,679,6
129,147,306,682,8
572,410,433,611,1
232,82,301,57,0
63,51,45,228,2
242,161,177,183,3
278,6,214,39,0
216,177,169,106,3
257,176,6,185,3
246,214,57,335,3
240,165,113,187,3
177,277,236,661,6
444,110,363,203,0
279,129,156,193,3
330,254,221,197,3
247,216,176,87,3
232,211,103,221,3
184,221,169,315,3
238,121,164,181,3
283,240,99,271,3
382,290,232,292,3
361,336,311,329,3
248,214,209,332,3
154,334,241,626,6
215,174,86,181,3
357,284,207,278,3
152,83,97,382,5
171,138,61,257,2
256,199,111,127,3
142,59,136,626,5
173,92,45,154,2
140,379,263,622,6
227,185,86,219,3
171,341,140,608,6
373,384,357,568,1
274,169,166,204,3
303,111,191,231,0
205,89,7,141,3
280,158,86,135,3
260,156,77,199,3
262,165,72,167,3
463,424,355,370,3
182,503,381,663,6
279,173,216,21,3
244,172,148,143,3
194,388,382,676,6
454,511,372,719,1
329,283,164,302,3
356,441,335,618,1
395,286,262,298,3
327,112,288,189,0
284,195,74,336,3
270,230,93,224,3
255,42,189,218,0
403,15,320,168,0
543,344,466,336,10
129,100,399,97,8
337,263,173,298,3
376,274,269,282,3
242,188,146,144,3
152,161,136,227,3
341,25,304,197,0
204,172,145,234,3
352,271,205,415,9
135,130,125,227,2
244,364,200,642,1
190,87,150,472,5
347,156,115,218,3
339,335,295,646,1
316,26,268,231,0
352,517,429,683,1
450,69,380,276,0
204,166,104,148,3
281,197,166,243,3
462,348,282,332,3
222,195,134,342,3
242,69,73,69,3
245,206,178,257,3
198,231,202,135,3
340,271,238,258,3
289,263,156,98,3
277,192,68,227,3
244,169,96,183,3
245,186,182,141,3
185,246,97,227,3
296,68,23,117,3
255,160,36,148,3
464,272,381,379,10
503,283,429,271,10
185,187,10,115,3
409,377,282,377,3
109,143,99,375,5
223,166,83,171,3
220,156,95,151,3
274,165,155,149,3
207,193,100,229,3
324,190,85,182,3
272,241,86,585,9
339,301,225,401,3
419,323,267,294,3
248,234,173,242,3
433,461,363,651,1
458,421,391,681,1
411,373,366,653,1
417,306,311,361,10
261,234,204,211,3
311,276,334,185,9
162,149,451,504,8
278,76,225,172,0
298,327,222,381,3
228,118,169,79,3
476,263,458,114,10
135,77,269,640,8
387,321,239,623,1
384,258,170,165,3
363,212,229,361,9
426,346,272,296,3
326,297,333,429,9
281,203,163,185,3
478,270,443,255,10
226,134,143,170,3
429,35,385,204,0
282,43,206,113,0
446,333,294,307,3
122,69,26,564,5
85,366,216,616,6
287,215,123,237,3
348,137,337,227,0
186,193,65,245,3
488,316,499,325,10
244,99,176,239,3
357,73,350,36,0
524,409,335,424,3
316,252,269,192,3
326,529,412,724,1
130,117,205,484,8
199,244,169,286,3
307,53,308,75,0
188,179,99,233,3
254,191,150,218,3
373,63,358,148,0
338,442,308,705,1
262,476,358,782,1
223,234,215,282,3
383,336,280,320,3
209,146,79,190,3
300,254,195,232,3
405,440,309,645,1
436,475,440,780,1
39,483,474,695,6
381,408,301,665,1
191,228,157,190,3
396,136,256,227,0
397,396,394,539,9
160,111,30,175,2
141,45,362,309,8
373,448,335,644,1
271,223,139,204,3
237,197,191,236,3
464,121,457,143,0
405,356,471,582,9
216,202,98,161,3
145,181,56,267,2
248,230,145,199,3
228,75,236,168,0
243,167,169,71,3
343,267,155,258,3
204,186,107,143,3
248,200,141,230,3
292,225,203,259,3
241,187,197,245,3
361,310,256,342,3
211,177,150,152,3
371,458,359,663,1
344,236,238,202,3
266,101,201,149,0
237,170,139,267,3
289,200,127,242,3
55,91,49,107,2
276,34,326,112,0
251,129,143,213,3
258,134,111,171,3
329,115,82,81,3
279,166,183,251,3
279,257,255,224,3
280,242,170,260,3
443,354,294,365,3
284,181,167,198,3
376,570,438,678,1
525,478,588,610,9
120,151,164,155,2
290,244,199,327,3
314,265,141,270,3
310,107,299,234,0
256,184,181,171,3
267,72,268,204,0
288,126,92,227,3
262,224,70,63,3
320,277,205,283,3
188,155,19,124,3
274,232,112,241,3
235,158,144,145,3
342,99,206,135,0
494,481,455,677,1
167,86,99,460,5
375,296,241,381,3
475,417,406,663,1
262,232,179,242,3
265,247,199,281,3
198,157,113,80,3
45,66,6,501,5
309,247,220,279,3
250,235,165,390,9
270,186,92,175,3
190,200,86,283,3
322,121,42,217,3
352,322,255,374,3
210,178,176,74,3
380,524,423,726,1
345,288,139,315,3
221,192,110,239,3
307,246,173,225,3
395,411,381,700,1
443,278,345,320,10
270,232,168,270,3
309,273,175,306,3
265,181,220,189,3
268,129,75,204,3
111,385,380,653,6
287,179,251,182,3
266,205,125,152,3
292,215,96,220,3
227,40,217,32,0
235,226,16,103,3
453,368,365,349,10
203,139,149,75,3
329,80,197,5,0
263,237,287,305,9
281,230,187,143,3
121,99,508,165,8
236,162,160,137,3
171,211,156,88,3
182,129,56,214,2
57,297,296,635,6
321,291,211,369,3
341,270,163,331,3
277,153,220,208,3
175,194,126,205,3
217,104,122,110,3
341,451,354,731,1
274,244,72,417,9
273,197,169,2,3
395,225,260,255,10
243,163,155,272,3
250,143,136,175,3
93,65,331,430,8
141,411,364,631,6
247,187,170,220,3
211,80,47,135,3
244,190,171,209,3
446,561,443,825,1
89,97,118,480,5
133,109,107,141,2
435,451,356,678,1
437,494,370,778,1
193,161,137,165,3
262,114,134,235,3
316,301,218,312,3
192,162,160,152,3
406,294,245,305,3
162,158,156,163,3
379,6,293,148,0
245,173,130,208,3
258,149,96,146,3
134,443,334,634,6
126,89,32,223,2
239,223,75,326,3
248,230,126,232,3
209,141,128,117,3
228,439,326,699,1
302,257,212,251,3
348,280,254,342,3
298,179,200,144,3
269,120,266,203,0
134,108,66,122,2
245,160,158,315,3
322,485,370,703,1
254,91,126,215,3
393,536,478,680,1
256,190,76,171,3
366,291,211,323,3
112,171,46,548,5
451,218,393,179,10
344,276,138,317,3
192,35,33,352,2
439,335,281,647,1
240,90,107,86,3
375,479,354,778,1
268,217,170,200,3
230,199,47,495,9
253,133,68,274,3
201,149,167,164,3
216,86,114,224,3
134,140,413,263,8
389,440,357,689,1
376,474,310,715,1
299,220,167,112,3
143,72,97,6,2
403,545,387,808,1
379,52,267,56,0
254,226,208,244,3
197,205,79,91,3
428,322,321,300,10
354,193,191,205,3
345,285,244,315,3
236,217,122,196,3
227,202,68,230,3
100,38,3,172,2
344,247,150,187,3
282,274,185,266,3
79,105,11,339,5
128,406,296,671,6
325,142,25,160,3
272,224,142,244,3
135,17,84,178,2
243,188,195,149,3
126,301,222,628,6
168,194,23,316,3
311,260,213,308,3
420,467,400,780,1
411,468,350,633,1
268,228,175,235,3
370,126,264,468,9
243,127,103,226,3
354,466,358,666,1
280,163,124,141,3
276,232,96,217,3
240,152,67,198,3
245,395,267,626,1
425,336,301,359,3
258,217,183,171,3
229,156,181,102,3
220,209,136,194,3
224,233,115,218,3
269,197,144,201,3
287,204,62,192,3
125,65,62,606,5
432,48,434,184,0
249,193,64,121,3
342,374,332,641,1
241,155,188,179,3
423,496,404,797,1
245,187,67,194,3
250,217,75,184,3
239,213,154,46,3
197,109,37,236,2
308,169,17,177,3
373,284,252,332,3
316,243,165,233,3
263,177,54,89,3
306,454,344,750,1
188,157,145,75,3
416,209,349,212,10
416,179,439,529,9
362,39,261,458,9
56,128,24,420,5
375,101,338,74,0
477,520,476,677,1
342,257,240,220,3
163,86,85,296,2
335,422,312,619,1
157,178,83,308,2
308,240,291,182,9
106,70,34,33,2
253,199,35,271,3
183,182,25,229,3
337,280,167,687,9
85,72,60,548,5
235,156,50,153,3
262,216,147,242,3
220,170,65,225,3
364,25,327,203,0
239,174,105,227,3
381,293,244,270,3
129,77,169,182,2
197,156,109,153,3
187,96,21,393,5
207,226,176,354,3
143,128,37,410,5
450,85,468,134,0
382,172,344,181,10
448,200,408,264,10
133,83,301,627,8
395,459,437,715,1
87,33,24,651,5
247,245,241,277,3
456,404,393,599,1
361,509,406,723,1
140,129,134,419,5
241,148,66,169,3
268,115,151,173,3
251,233,175,326,3
364,284,354,284,10
266,358,313,732,1
398,280,202,248,3
209,358,447,463,9
215,212,164,186,3
291,160,114,199,3
309,172,178,222,3
446,265,393,276,10
229,91,165,133,3
272,160,93,209,3
239,198,133,150,3
234,113,84,195,3
247,59,233,55,0
236,126,106,175,3
373,270,219,273,3
254,152,138,213,3
283,238,187,259,3
215,173,191,245,3
269,209,117,217,3
218,75,81,122,3
239,190,135,2,3
386,122,346,196,0
216,177,91,194,3
253,203,88,133,3
112,392,286,653,6
235,181,219,187,3
312,233,93,248,3
443,399,495,356,9
397,114,302,47,0
282,214,233,176,3
209,137,80,139,3
259,90,120,208,3
154,342,359,699,6
316,247,173,283,3
268,212,104,253,3
428,352,306,363,3
189,137,99,121,3
369,267,216,318,3
482,413,413,450,10
371,343,255,357,3
270,167,171,255,3
266,190,100,230,3
99,50,40,671,5
378,310,261,291,3
342,296,227,368,3
239,160,103,180,3
292,210,132,258,3
265,171,196,218,3
125,24,4,244,2
9,205,11,195,9
422,356,272,383,3
239,181,139,147,3
143,87,221,534,8
307,223,82,177,3
267,230,192,241,3
382,371,266,336,3
286,145,154,101,3
268,240,187,244,3
167,278,100,618,6
165,512,56,109,9
227,190,179,188,3
315,263,198,266,3
278,69,208,190,0
294,105,268,198,0
112,109,46,155,2
270,213,150,206,3
289,163,148,163,3
260,158,124,141,3
377,273,180,289,3
292,110,97,166,3
305,81,284,151,0
264,154,84,131,3
98,110,350,129,8
330,277,271,311,3
204,178,112,124,3
235,158,114,157,3
172,341,210,628,6
225,103,167,271,3
297,220,157,122,3
296,273,220,347,3
228,123,141,194,3
175,141,439,433,8
232,141,61,190,3
244,94,107,146,3
239,224,135,205,3
229,223,61,110,3
164,199,25,126,3
234,188,92,129,3
198,141,90,180,3
61,84,488,187,8
494,291,526,216,10
104,93,199,620,8
126,143,21,488,5
417,371,244,405,3
238,227,1,148,3
235,184,148,204,3
262,274,132,206,3
250,97,119,176,3
222,177,44,33,3
429,466,379,763,1
304,204,90,129,3
297,203,199,271,3
398,440,358,680,1
303,235,166,214,3
206,134,111,157,3
222,141,130,208,3
107,134,52,401,5
111,264,217,691,6
228,136,164,162,3
165,10,55,172,2
446,358,297,395,3
371,319,199,406,3
90,433,354,682,6
294,536,421,683,1
336,225,187,77,3
241,245,158,89,3
226,234,203,351,3
111,78,51,53,2
124,387,350,707,6
344,507,361,763,1
370,330,260,261,3
327,60,334,44,0
285,60,179,150,0
269,200,140,152,3
212,283,268,720,9
175,132,102,203,3
276,177,123,226,3
72,88,37,439,5
363,322,205,285,3
175,246,201,621,6
365,266,173,259,3
305,171,31,145,3
234,192,86,218,3
410,515,362,723,1
180,109,51,494,5
275,207,177,183,3
189,91,9,457,5
411,24,384,180,0
282,110,223,201,0
186,244,149,674,6
278,162,81,97,3
259,183,110,123,3
237,147,148,264,3
455,352,235,385,3
205,166,101,67,3
268,212,83,541,9
325,270,222,280,3
225,195,5,130,3
320,228,210,294,3
294,228,155,225,3
299,266,160,399,9
276,503,368,732,1
133,162,24,463,5
351,280,238,332,3
403,300,261,299,3
227,115,216,166,0
218,259,151,403,9
146,87,60,162,2
313,228,155,227,3
253,255,204,217,3
294,190,153,153,3
304,182,197,231,3
288,186,137,140,3
215,156,83,126,3
334,292,222,307,3
308,512,371,749,1
249,186,191,154,3
224,148,161,225,3
316,85,262,209,0
311,209,153,233,3
369,327,210,319,3
138,37,419,179,8
296,263,216,235,3
163,51,110,258,2
234,236,152,67,3
159,212,89,643,6
356,300,232,255,3
313,182,40,188,3
170,205,119,212,3
212,157,118,129,3
132,5,102,161,2
304,215,128,219,3
261,472,380,661,1
241,191,65,218,3
297,180,123,229,3
133,202,297,473,8
380,334,306,365,3
170,369,350,576,6
335,222,147,219,3
340,291,322,362,9
366,242,156,318,3
508,371,398,389,10
358,271,233,269,3
246,217,99,403,3
400,386,313,362,3
464,13,411,79,0
217,193,126,221,3
169,116,81,553,5
444,379,346,339,3
101,458,423,689,6
321,229,233,206,3
269,72,182,82,0
355,405,294,792,1
229,138,181,150,3
333,294,256,297,3
257,235,185,221,3
363,346,270,308,3
339,352,297,605,1
343,211,210,231,3
265,211,179,161,3
345,270,233,315,3
241,65,193,166,0
352,9,358,201,0
180,165,175,144,3
301,135,103,232,3
298,251,158,29,3
358,480,364,691,1
469,280,375,266,10
158,59,75,165,2
214,193,115,270,3
413,290,226,312,3
379,315,241,293,3
119,86,370,420,8
291,39,220,79,0
173,48,23,90,2
429,57,393,193,0
345,241,304,246,10
256,238,475,268,9
301,218,93,228,3
268,220,195,46,3
218,208,85,217,3
240,195,103,117,3
123,99,118,562,5
184,227,136,225,3
310,365,245,569,1
275,180,154,187,3
114,59,75,379,5
226,146,137,207,3
319,303,182,608,9
289,280,211,273,3
275,140,132,226,3
326,269,204,304,3
326,286,194,287,3
204,443,364,710,6
171,340,300,665,6
495,384,408,671,1
291,130,109,173,3
145,116,30,418,5
247,108,90,128,3
139,130,58,523,5
537,165,453,121,10
224,145,174,204,3
334,190,113,221,3
427,374,378,335,10
251,260,170,237,3
243,206,83,184,3
328,333,381,651,9
461,460,433,657,1
331,342,280,348,3
319,167,172,237,3
373,146,256,113,0
220,179,98,168,3
392,304,199,286,3
287,179,139,183,3
376,319,264,314,3
355,259,184,247,3
478,394,301,404,3
317,449,346,665,1
112,18,205,472,8
187,105,82,170,3
277,227,161,193,3
340,250,228,252,3
415,323,331,302,10
275,267,212,291,3
309,205,140,258,3
334,282,272,343,3
227,169,100,135,3
252,140,96,230,3
338,283,230,289,3
332,341,251,365,3
109,323,307,634,6
248,117,120,230,3
121,94,148,136,2
148,122,163,399,5
266,245,142,260,3
290,155,40,97,3
334,170,271,101,0
289,421,310,663,1
103,102,72,241,2
294,171,177,192,3
384,263,172,292,3
349,206,194,7,3
207,216,98,138,3
299,216,125,279,3
380,348,240,455,3
270,181,67,200,3
123,452,274,706,6
111,203,429,555,8
304,216,202,153,3
252,219,140,568,9
188,161,148,244,3
232,176,106,192,3
240,210,135,244,3
16,96,131,53,2
250,167,87,250,3
226,232,19,68,3
357,284,218,274,3
394,445,402,628,1
250,147,151,106,3
267,167,129,210,3
239,219,39,205,3
375,485,427,772,1
236,224,105,240,3
323,71,251,154,0
136,162,72,549,5
425,311,314,395,10
200,133,110,165,3
464,259,442,270,10
241,33,198,98,0
393,159,356,187,0
47,303,419,659,6
225,192,152,247,3
161,143,94,161,3
170,142,90,586,5
118,51,538,57,8
261,184,158,183,3
202,217,171,225,3
125,140,18,461,5
393,125,307,149,0
167,131,104,272,2
277,73,278,33,0
288,241,233,298,3
236,133,95,182,3
226,173,106,198,3
147,189,73,152,3
493,381,458,403,10
537,404,473,406,10
254,188,202,244,3
192,146,109,316,3
110,67,28,426,5
65,101,75,39,2
211,412,253,631,1
438,492,377,742,1
412,386,268,369,3
191,140,93,239,3
242,180,12,217,3
422,325,284,399,3
314,282,261,322,3
453,158,244,100,0
246,258,103,269,3
495,365,446,347,10
456,123,380,212,0
144,457,344,696,6
164,196,96,190,3
185,104,146,73,3
125,435,294,709,6
152,320,293,567,6
110,33,48,473,5
334,230,187,302,3
323,279,343,717,9
374,305,209,318,3
271,188,130,290,3
276,165,202,49,3
168,192,148,220,3
205,184,40,157,3
280,211,129,180,3
390,318,282,400,3
359,250,194,225,3
446,253,303,276,10
222,221,93,140,3
425,219,280,247,10
378,303,154,338,3
410,349,286,388,3
159,126,100,195,2
281,184,78,203,3
326,69,263,130,0
186,101,97,118,3
65,305,203,622,6
172,82,66,138,2
327,243,176,242,3
280,127,179,243,3
252,256,151,294,3
263,270,231,303,3
252,190,73,74,3
450,446,382,690,1
230,90,186,104,0
245,214,190,140,3
152,133,115,198,2
473,257,428,267,10
253,64,220,202,0
268,185,141,247,3
219,190,176,68,3
267,210,137,214,3
153,178,62,164,3
115,116,121,172,2
178,144,28,463,5
489,564,455,770,1
286,174,128,126,3
348,239,165,197,3
403,302,161,296,3
201,107,122,195,3
213,214,147,106,3
324,219,162,221,3
252,162,121,77,3
173,127,92,184,2
443,48,345,173,0
297,83,214,47,0
366,296,270,332,3
447,328,296,341,3
276,7,260,152,0
292,219,189,123,3
291,218,19,209,3
247,119,41,194,3
528,435,423,329,10
154,127,149,404,5
526,327,421,286,10
373,284,166,221,3
96,25,92,50,2
236,191,118,266,3
272,176,152,225,3
118,64,57,159,2
207,155,96,210,3
107,300,229,663,6
169,454,299,674,6
151,428,413,688,6
119,36,66,269,2
168,75,83,430,5
443,139,308,122,0
275,255,305,98,9
300,16,186,102,0
245,35,112,150,3
272,203,139,160,3
367,504,369,745,1
270,207,152,185,3
66,480,368,662,6
94,8,101,239,2
547,525,608,743,9
218,146,136,177,3
571,587,536,677,1
35,94,314,48,8
284,205,219,166,3
243,254,78,382,3
384,316,264,320,3
175,104,16,215,2
156,123,77,226,2
349,94,301,264,0
248,192,162,152,3
374,79,326,159,0
247,180,109,161,3
277,162,159,137,3
225,189,146,125,3
294,206,100,178,3
272,137,322,211,0
262,239,189,213,3
330,267,188,263,3
271,230,161,267,3
300,201,167,178,3
389,318,327,469,9
216,141,208,183,3
387,224,264,279,10
385,97,234,138,0
223,107,117,227,3
235,167,94,115,3
270,166,101,82,3
377,288,220,301,3
241,242,123,217,3
326,194,143,157,3
260,205,104,233,3
400,107,402,131,0
262,181,159,263,3
401,161,392,144,0
248,183,163,132,3
316,273,344,452,9
290,227,100,134,3
335,457,492,616,9
453,184,465,193,10
281,152,183,69,3
452,368,270,346,3
234,185,158,165,3
448,240,421,220,10
336,317,265,316,3
191,156,82,348,5
316,223,334,231,9
140,12,44,395,5
407,331,293,365,3
263,221,184,137,3
257,305,142,585,9
237,178,50,174,3
137,109,80,210,2
106,390,261,759,6
238,166,98,189,3
377,109,286,111,0
181,138,14,617,5
545,516,426,707,1
289,163,260,211,0
334,309,257,333,3
259,190,187,494,9
275,164,120,194,3
441,167,375,253,10
206,214,131,174,3
289,380,315,685,1
228,163,147,201,3
277,151,178,204,3
260,223,114,177,3
383,336,386,522,9
287,188,107,239,3
334,173,225,286,3
190,86,103,202,3
151,77,58,481,5
153,155,75,182,2
293,272,201,255,3
153,171,65,31,3
343,14,378,224,0
217,247,147,239,3
381,260,228,301,3
267,161,139,230,3
402,442,355,652,1
299,297,246,282,3
114,89,53,564,5
256,201,103,196,3
232,281,130,196,3
204,166,164,211,3
177,108,122,337,2
110,186,82,145,2
242,128,86,165,3
202,242,176,56,3
258,106,335,147,0
198,211,140,228,3
229,208,130,229,3
471,233,394,297,10
290,231,65,130,3
207,216,128,280,3
425,359,302,355,3
199,402,350,632,6
254,190,106,3,3
412,350,234,268,3
195,143,147,648,5
226,55,235,135,0
304,187,167,123,3
411,18,301,239,0
310,194,210,203,3
268,245,204,306,3
223,346,177,608,1
210,183,172,187,3
296,214,124,161,3
123,57,58,195,2
210,170,84,206,3
